name,car_sales_num,category,year-month
スバル,335,camp,2022-07-01
ホンダ,,camp,2022-07-01
マツダ,347,camp,2022-07-01
日産,1905,camp,2022-07-01
トヨタ,411,camp,2022-07-01
その他,6,camp,2022-07-01
合計,16693,camp,2022-07-01
スズキ,4603,track,2022-07-01
ダイハツ,8340,track,2022-07-01
三菱,246,track,2022-07-01
スバル,325,track,2022-07-01
ホンダ,48,track,2022-07-01
マツダ,152,track,2022-07-01
日産,648,track,2022-07-01
トヨタ,233,track,2022-07-01
その他,1,track,2022-07-01
合計,14596,track,2022-07-01
スズキ,19838,all,2020-05-01
ダイハツ,18462,all,2020-05-01
三菱,1857,all,2020-05-01
スバル,1009,all,2020-05-01
ホンダ,16125,all,2020-05-01
マツダ,1110,all,2020-05-01
日産,10071,all,2020-05-01
トヨタ,1833,all,2020-05-01
その他,2,all,2020-05-01
合計,70307,all,2020-05-01
スズキ,15255,passenger,2020-05-01
ダイハツ,10711,passenger,2020-05-01
三菱,1357,passenger,2020-05-01
スバル,474,passenger,2020-05-01
ホンダ,12956,passenger,2020-05-01
マツダ,944,passenger,2020-05-01
日産,7925,passenger,2020-05-01
トヨタ,999,passenger,2020-05-01
その他,2,passenger,2020-05-01
合計,50623,passenger,2020-05-01
スズキ,4583,cargo,2020-05-01
ダイハツ,7751,cargo,2020-05-01
三菱,500,cargo,2020-05-01
スバル,535,cargo,2020-05-01
ホンダ,3169,cargo,2020-05-01
マツダ,166,cargo,2020-05-01
日産,2146,cargo,2020-05-01
トヨタ,834,cargo,2020-05-01
その他,,cargo,2020-05-01
合計,19684,cargo,2020-05-01
スズキ,200,ban,2020-05-01
ダイハツ,30,ban,2020-05-01
三菱,,ban,2020-05-01
スバル,,ban,2020-05-01
ホンダ,2131,ban,2020-05-01
マツダ,,ban,2020-05-01
日産,,ban,2020-05-01
トヨタ,,ban,2020-05-01
その他,,ban,2020-05-01
合計,2361,ban,2020-05-01
スズキ,1814,camp,2020-05-01
ダイハツ,3498,camp,2020-05-01
三菱,344,camp,2020-05-01
スバル,266,camp,2020-05-01
ホンダ,,camp,2020-05-01
マツダ,106,camp,2020-05-01
日産,1542,camp,2020-05-01
トヨタ,554,camp,2020-05-01
その他,,camp,2020-05-01
合計,8124,camp,2020-05-01
スズキ,2569,track,2020-05-01
ダイハツ,4223,track,2020-05-01
三菱,156,track,2020-05-01
スバル,269,track,2020-05-01
ホンダ,1038,track,2020-05-01
マツダ,60,track,2020-05-01
日産,604,track,2020-05-01
トヨタ,280,track,2020-05-01
その他,,track,2020-05-01
合計,9199,track,2020-05-01
スズキ,48584,all,2020-11-01
ダイハツ,52523,all,2020-11-01
三菱,2874,all,2020-11-01
スバル,1603,all,2020-11-01
ホンダ,28168,all,2020-11-01
マツダ,2890,all,2020-11-01
日産,18995,all,2020-11-01
トヨタ,2889,all,2020-11-01
その他,6,all,2020-11-01
合計,158532,all,2020-11-01
スズキ,35383,passenger,2020-11-01
ダイハツ,37202,passenger,2020-11-01
三菱,2057,passenger,2020-11-01
スバル,866,passenger,2020-11-01
ホンダ,23248,passenger,2020-11-01
マツダ,2321,passenger,2020-11-01
日産,14867,passenger,2020-11-01
トヨタ,1919,passenger,2020-11-01
その他,5,passenger,2020-11-01
合計,117868,passenger,2020-11-01
スズキ,13201,cargo,2020-11-01
ダイハツ,15321,cargo,2020-11-01
三菱,817,cargo,2020-11-01
スバル,737,cargo,2020-11-01
ホンダ,4920,cargo,2020-11-01
マツダ,569,cargo,2020-11-01
日産,4128,cargo,2020-11-01
トヨタ,970,cargo,2020-11-01
その他,1,cargo,2020-11-01
合計,40664,cargo,2020-11-01
スズキ,346,ban,2020-11-01
ダイハツ,52,ban,2020-11-01
三菱,,ban,2020-11-01
スバル,,ban,2020-11-01
ホンダ,2993,ban,2020-11-01
マツダ,,ban,2020-11-01
日産,,ban,2020-11-01
トヨタ,,ban,2020-11-01
その他,,ban,2020-11-01
合計,3391,ban,2020-11-01
スズキ,7394,camp,2020-11-01
ダイハツ,7750,camp,2020-11-01
三菱,498,camp,2020-11-01
スバル,340,camp,2020-11-01
ホンダ,,camp,2020-11-01
マツダ,380,camp,2020-11-01
日産,3155,camp,2020-11-01
トヨタ,619,camp,2020-11-01
その他,,camp,2020-11-01
合計,20136,camp,2020-11-01
スズキ,5461,track,2020-11-01
ダイハツ,7519,track,2020-11-01
三菱,319,track,2020-11-01
スバル,397,track,2020-11-01
ホンダ,1927,track,2020-11-01
マツダ,189,track,2020-11-01
日産,973,track,2020-11-01
トヨタ,351,track,2020-11-01
その他,1,track,2020-11-01
合計,17137,track,2020-11-01
スズキ,41571,all,2020-01-01
ダイハツ,42346,all,2020-01-01
三菱,3638,all,2020-01-01
スバル,1821,all,2020-01-01
ホンダ,27009,all,2020-01-01
マツダ,2437,all,2020-01-01
日産,17741,all,2020-01-01
トヨタ,2071,all,2020-01-01
その他,5,all,2020-01-01
合計,138639,all,2020-01-01
スズキ,31815,passenger,2020-01-01
ダイハツ,31649,passenger,2020-01-01
三菱,2919,passenger,2020-01-01
スバル,1117,passenger,2020-01-01
ホンダ,23020,passenger,2020-01-01
マツダ,1845,passenger,2020-01-01
日産,14699,passenger,2020-01-01
トヨタ,1305,passenger,2020-01-01
その他,5,passenger,2020-01-01
合計,108374,passenger,2020-01-01
スズキ,9756,cargo,2020-01-01
ダイハツ,10697,cargo,2020-01-01
三菱,719,cargo,2020-01-01
スバル,704,cargo,2020-01-01
ホンダ,3989,cargo,2020-01-01
マツダ,592,cargo,2020-01-01
日産,3042,cargo,2020-01-01
トヨタ,766,cargo,2020-01-01
その他,,cargo,2020-01-01
合計,30265,cargo,2020-01-01
スズキ,383,ban,2020-01-01
ダイハツ,43,ban,2020-01-01
三菱,,ban,2020-01-01
スバル,,ban,2020-01-01
ホンダ,2687,ban,2020-01-01
マツダ,,ban,2020-01-01
日産,,ban,2020-01-01
トヨタ,,ban,2020-01-01
その他,,ban,2020-01-01
合計,3113,ban,2020-01-01
スズキ,4944,camp,2020-01-01
ダイハツ,4733,camp,2020-01-01
三菱,465,camp,2020-01-01
スバル,353,camp,2020-01-01
ホンダ,,camp,2020-01-01
マツダ,381,camp,2020-01-01
日産,2239,camp,2020-01-01
トヨタ,519,camp,2020-01-01
その他,,camp,2020-01-01
合計,13634,camp,2020-01-01
スズキ,4429,track,2020-01-01
ダイハツ,5921,track,2020-01-01
三菱,254,track,2020-01-01
スバル,351,track,2020-01-01
ホンダ,1302,track,2020-01-01
マツダ,211,track,2020-01-01
日産,803,track,2020-01-01
トヨタ,247,track,2020-01-01
その他,,track,2020-01-01
合計,13518,track,2020-01-01
スズキ,53704,all,2022-03-01
ダイハツ,52539,all,2022-03-01
三菱,5247,all,2022-03-01
スバル,2084,all,2022-03-01
ホンダ,39222,all,2022-03-01
マツダ,3536,all,2022-03-01
日産,26067,all,2022-03-01
トヨタ,3168,all,2022-03-01
その他,2,all,2022-03-01
合計,185569,all,2022-03-01
スズキ,40187,passenger,2022-03-01
ダイハツ,35971,passenger,2022-03-01
三菱,3981,passenger,2022-03-01
スバル,1156,passenger,2022-03-01
ホンダ,34972,passenger,2022-03-01
マツダ,2658,passenger,2022-03-01
日産,20999,passenger,2022-03-01
トヨタ,1923,passenger,2022-03-01
その他,2,passenger,2022-03-01
合計,141849,passenger,2022-03-01
スズキ,13517,cargo,2022-03-01
ダイハツ,16568,cargo,2022-03-01
三菱,1266,cargo,2022-03-01
スバル,928,cargo,2022-03-01
ホンダ,4250,cargo,2022-03-01
マツダ,878,cargo,2022-03-01
日産,5068,cargo,2022-03-01
トヨタ,1245,cargo,2022-03-01
その他,,cargo,2022-03-01
合計,43720,cargo,2022-03-01
スズキ,21,ban,2022-03-01
ダイハツ,,ban,2022-03-01
三菱,,ban,2022-03-01
スバル,,ban,2022-03-01
ホンダ,4132,ban,2022-03-01
マツダ,,ban,2022-03-01
日産,,ban,2022-03-01
トヨタ,,ban,2022-03-01
その他,,ban,2022-03-01
合計,4153,ban,2022-03-01
スズキ,7221,camp,2022-03-01
ダイハツ,8981,camp,2022-03-01
三菱,900,camp,2022-03-01
スバル,377,camp,2022-03-01
ホンダ,,camp,2022-03-01
マツダ,616,camp,2022-03-01
日産,4168,camp,2022-03-01
トヨタ,777,camp,2022-03-01
その他,,camp,2022-03-01
合計,23040,camp,2022-03-01
スズキ,6275,track,2022-03-01
ダイハツ,7587,track,2022-03-01
三菱,366,track,2022-03-01
スバル,551,track,2022-03-01
ホンダ,118,track,2022-03-01
マツダ,262,track,2022-03-01
日産,900,track,2022-03-01
トヨタ,468,track,2022-03-01
その他,,track,2022-03-01
合計,16527,track,2022-03-01
スズキ,39619,all,2022-02-01
ダイハツ,44856,all,2022-02-01
三菱,3384,all,2022-02-01
スバル,1639,all,2022-02-01
ホンダ,29805,all,2022-02-01
マツダ,2218,all,2022-02-01
日産,16872,all,2022-02-01
トヨタ,2573,all,2022-02-01
その他,3,all,2022-02-01
合計,140969,all,2022-02-01
スズキ,30124,passenger,2022-02-01
ダイハツ,28451,passenger,2022-02-01
三菱,2585,passenger,2022-02-01
スバル,822,passenger,2022-02-01
ホンダ,26642,passenger,2022-02-01
マツダ,1672,passenger,2022-02-01
日産,13464,passenger,2022-02-01
トヨタ,1356,passenger,2022-02-01
その他,3,passenger,2022-02-01
合計,105119,passenger,2022-02-01
スズキ,9495,cargo,2022-02-01
ダイハツ,16405,cargo,2022-02-01
三菱,799,cargo,2022-02-01
スバル,817,cargo,2022-02-01
ホンダ,3163,cargo,2022-02-01
マツダ,546,cargo,2022-02-01
日産,3408,cargo,2022-02-01
トヨタ,1217,cargo,2022-02-01
その他,,cargo,2022-02-01
合計,35850,cargo,2022-02-01
スズキ,8,ban,2022-02-01
ダイハツ,,ban,2022-02-01
三菱,,ban,2022-02-01
スバル,,ban,2022-02-01
ホンダ,3066,ban,2022-02-01
マツダ,,ban,2022-02-01
日産,,ban,2022-02-01
トヨタ,,ban,2022-02-01
その他,,ban,2022-02-01
合計,3074,ban,2022-02-01
スズキ,5426,camp,2022-02-01
ダイハツ,7770,camp,2022-02-01
三菱,557,camp,2022-02-01
スバル,384,camp,2022-02-01
ホンダ,,camp,2022-02-01
マツダ,418,camp,2022-02-01
日産,2770,camp,2022-02-01
トヨタ,720,camp,2022-02-01
その他,,camp,2022-02-01
合計,18045,camp,2022-02-01
スズキ,4061,track,2022-02-01
ダイハツ,8635,track,2022-02-01
三菱,242,track,2022-02-01
スバル,433,track,2022-02-01
ホンダ,97,track,2022-02-01
マツダ,128,track,2022-02-01
日産,638,track,2022-02-01
トヨタ,497,track,2022-02-01
その他,,track,2022-02-01
合計,14731,track,2022-02-01
スズキ,47428,all,2020-02-01
ダイハツ,48856,all,2020-02-01
三菱,4341,all,2020-02-01
スバル,1933,all,2020-02-01
ホンダ,34879,all,2020-02-01
マツダ,2909,all,2020-02-01
日産,19354,all,2020-02-01
トヨタ,2178,all,2020-02-01
その他,5,all,2020-02-01
合計,161883,all,2020-02-01
スズキ,36533,passenger,2020-02-01
ダイハツ,37579,passenger,2020-02-01
三菱,3421,passenger,2020-02-01
スバル,1182,passenger,2020-02-01
ホンダ,30724,passenger,2020-02-01
マツダ,2256,passenger,2020-02-01
日産,15950,passenger,2020-02-01
トヨタ,1247,passenger,2020-02-01
その他,5,passenger,2020-02-01
合計,128897,passenger,2020-02-01
スズキ,10895,cargo,2020-02-01
ダイハツ,11277,cargo,2020-02-01
三菱,920,cargo,2020-02-01
スバル,751,cargo,2020-02-01
ホンダ,4155,cargo,2020-02-01
マツダ,653,cargo,2020-02-01
日産,3404,cargo,2020-02-01
トヨタ,931,cargo,2020-02-01
その他,,cargo,2020-02-01
合計,32986,cargo,2020-02-01
スズキ,435,ban,2020-02-01
ダイハツ,70,ban,2020-02-01
三菱,,ban,2020-02-01
スバル,,ban,2020-02-01
ホンダ,2836,ban,2020-02-01
マツダ,,ban,2020-02-01
日産,,ban,2020-02-01
トヨタ,,ban,2020-02-01
その他,,ban,2020-02-01
合計,3341,ban,2020-02-01
スズキ,5671,camp,2020-02-01
ダイハツ,5072,camp,2020-02-01
三菱,613,camp,2020-02-01
スバル,337,camp,2020-02-01
ホンダ,,camp,2020-02-01
マツダ,439,camp,2020-02-01
日産,2561,camp,2020-02-01
トヨタ,644,camp,2020-02-01
その他,,camp,2020-02-01
合計,15337,camp,2020-02-01
スズキ,4789,track,2020-02-01
ダイハツ,6135,track,2020-02-01
三菱,307,track,2020-02-01
スバル,414,track,2020-02-01
ホンダ,1319,track,2020-02-01
マツダ,214,track,2020-02-01
日産,843,track,2020-02-01
トヨタ,287,track,2020-02-01
その他,,track,2020-02-01
合計,14308,track,2020-02-01
スズキ,39301,all,2019-12-01
ダイハツ,35366,all,2019-12-01
三菱,2586,all,2019-12-01
スバル,1491,all,2019-12-01
ホンダ,21549,all,2019-12-01
マツダ,2223,all,2019-12-01
日産,13074,all,2019-12-01
トヨタ,2327,all,2019-12-01
その他,7,all,2019-12-01
合計,117924,all,2019-12-01
スズキ,30185,passenger,2019-12-01
ダイハツ,24737,passenger,2019-12-01
三菱,1982,passenger,2019-12-01
スバル,862,passenger,2019-12-01
ホンダ,18049,passenger,2019-12-01
マツダ,1724,passenger,2019-12-01
日産,10436,passenger,2019-12-01
トヨタ,1531,passenger,2019-12-01
その他,7,passenger,2019-12-01
合計,89513,passenger,2019-12-01
スズキ,9116,cargo,2019-12-01
ダイハツ,10629,cargo,2019-12-01
三菱,604,cargo,2019-12-01
スバル,629,cargo,2019-12-01
ホンダ,3500,cargo,2019-12-01
マツダ,499,cargo,2019-12-01
日産,2638,cargo,2019-12-01
トヨタ,796,cargo,2019-12-01
その他,,cargo,2019-12-01
合計,28411,cargo,2019-12-01
スズキ,355,ban,2019-12-01
ダイハツ,33,ban,2019-12-01
三菱,,ban,2019-12-01
スバル,,ban,2019-12-01
ホンダ,2387,ban,2019-12-01
マツダ,,ban,2019-12-01
日産,,ban,2019-12-01
トヨタ,,ban,2019-12-01
その他,,ban,2019-12-01
合計,2775,ban,2019-12-01
スズキ,4579,camp,2019-12-01
ダイハツ,4875,camp,2019-12-01
三菱,387,camp,2019-12-01
スバル,333,camp,2019-12-01
ホンダ,,camp,2019-12-01
マツダ,349,camp,2019-12-01
日産,1901,camp,2019-12-01
トヨタ,546,camp,2019-12-01
その他,,camp,2019-12-01
合計,12970,camp,2019-12-01
スズキ,4182,track,2019-12-01
ダイハツ,5721,track,2019-12-01
三菱,217,track,2019-12-01
スバル,296,track,2019-12-01
ホンダ,1113,track,2019-12-01
マツダ,150,track,2019-12-01
日産,737,track,2019-12-01
トヨタ,250,track,2019-12-01
その他,,track,2019-12-01
合計,12666,track,2019-12-01
スズキ,36765,all,2022-01-01
ダイハツ,41295,all,2022-01-01
三菱,2487,all,2022-01-01
スバル,1489,all,2022-01-01
ホンダ,27177,all,2022-01-01
マツダ,2408,all,2022-01-01
日産,8454,all,2022-01-01
トヨタ,2498,all,2022-01-01
その他,3,all,2022-01-01
合計,122576,all,2022-01-01
スズキ,26509,passenger,2022-01-01
ダイハツ,28084,passenger,2022-01-01
三菱,1856,passenger,2022-01-01
スバル,723,passenger,2022-01-01
ホンダ,24265,passenger,2022-01-01
マツダ,1769,passenger,2022-01-01
日産,5590,passenger,2022-01-01
トヨタ,1720,passenger,2022-01-01
その他,3,passenger,2022-01-01
合計,90519,passenger,2022-01-01
スズキ,10256,cargo,2022-01-01
ダイハツ,13211,cargo,2022-01-01
三菱,631,cargo,2022-01-01
スバル,766,cargo,2022-01-01
ホンダ,2912,cargo,2022-01-01
マツダ,639,cargo,2022-01-01
日産,2864,cargo,2022-01-01
トヨタ,778,cargo,2022-01-01
その他,,cargo,2022-01-01
合計,32057,cargo,2022-01-01
スズキ,17,ban,2022-01-01
ダイハツ,,ban,2022-01-01
三菱,,ban,2022-01-01
スバル,,ban,2022-01-01
ホンダ,2766,ban,2022-01-01
マツダ,,ban,2022-01-01
日産,,ban,2022-01-01
トヨタ,,ban,2022-01-01
その他,,ban,2022-01-01
合計,2783,ban,2022-01-01
スズキ,5000,camp,2022-01-01
ダイハツ,6517,camp,2022-01-01
三菱,403,camp,2022-01-01
スバル,375,camp,2022-01-01
ホンダ,,camp,2022-01-01
マツダ,466,camp,2022-01-01
日産,2229,camp,2022-01-01
トヨタ,451,camp,2022-01-01
その他,,camp,2022-01-01
合計,15441,camp,2022-01-01
スズキ,5239,track,2022-01-01
ダイハツ,6694,track,2022-01-01
三菱,228,track,2022-01-01
スバル,391,track,2022-01-01
ホンダ,146,track,2022-01-01
マツダ,173,track,2022-01-01
日産,635,track,2022-01-01
トヨタ,327,track,2022-01-01
その他,,track,2022-01-01
合計,13833,track,2022-01-01
スズキ,63968,all,2020-03-01
ダイハツ,60637,all,2020-03-01
三菱,8028,all,2020-03-01
スバル,2462,all,2020-03-01
ホンダ,38145,all,2020-03-01
マツダ,6154,all,2020-03-01
日産,24009,all,2020-03-01
トヨタ,3072,all,2020-03-01
その他,8,all,2020-03-01
合計,206483,all,2020-03-01
スズキ,49389,passenger,2020-03-01
ダイハツ,46149,passenger,2020-03-01
三菱,6713,passenger,2020-03-01
スバル,1513,passenger,2020-03-01
ホンダ,32815,passenger,2020-03-01
マツダ,5027,passenger,2020-03-01
日産,19713,passenger,2020-03-01
トヨタ,2015,passenger,2020-03-01
その他,8,passenger,2020-03-01
合計,163342,passenger,2020-03-01
スズキ,14579,cargo,2020-03-01
ダイハツ,14488,cargo,2020-03-01
三菱,1315,cargo,2020-03-01
スバル,949,cargo,2020-03-01
ホンダ,5330,cargo,2020-03-01
マツダ,1127,cargo,2020-03-01
日産,4296,cargo,2020-03-01
トヨタ,1057,cargo,2020-03-01
その他,,cargo,2020-03-01
合計,43141,cargo,2020-03-01
スズキ,632,ban,2020-03-01
ダイハツ,62,ban,2020-03-01
三菱,,ban,2020-03-01
スバル,,ban,2020-03-01
ホンダ,3692,ban,2020-03-01
マツダ,,ban,2020-03-01
日産,,ban,2020-03-01
トヨタ,,ban,2020-03-01
その他,,ban,2020-03-01
合計,4386,ban,2020-03-01
スズキ,6906,camp,2020-03-01
ダイハツ,6643,camp,2020-03-01
三菱,863,camp,2020-03-01
スバル,453,camp,2020-03-01
ホンダ,,camp,2020-03-01
マツダ,681,camp,2020-03-01
日産,3191,camp,2020-03-01
トヨタ,703,camp,2020-03-01
その他,,camp,2020-03-01
合計,19440,camp,2020-03-01
スズキ,7041,track,2020-03-01
ダイハツ,7783,track,2020-03-01
三菱,452,track,2020-03-01
スバル,496,track,2020-03-01
ホンダ,1638,track,2020-03-01
マツダ,446,track,2020-03-01
日産,1105,track,2020-03-01
トヨタ,354,track,2020-03-01
その他,,track,2020-03-01
合計,19315,track,2020-03-01
スズキ,44329,all,2023-06-01
ダイハツ,41077,all,2023-06-01
三菱,4573,all,2023-06-01
スバル,1269,all,2023-06-01
ホンダ,22166,all,2023-06-01
マツダ,2804,all,2023-06-01
日産,14073,all,2023-06-01
トヨタ,2617,all,2023-06-01
その他,17,all,2023-06-01
合計,132925,all,2023-06-01
スズキ,32873,passenger,2023-06-01
ダイハツ,33308,passenger,2023-06-01
三菱,3875,passenger,2023-06-01
スバル,781,passenger,2023-06-01
ホンダ,19851,passenger,2023-06-01
マツダ,2112,passenger,2023-06-01
日産,10920,passenger,2023-06-01
トヨタ,1540,passenger,2023-06-01
その他,13,passenger,2023-06-01
合計,105273,passenger,2023-06-01
スズキ,11456,cargo,2023-06-01
ダイハツ,7769,cargo,2023-06-01
三菱,698,cargo,2023-06-01
スバル,488,cargo,2023-06-01
ホンダ,2315,cargo,2023-06-01
マツダ,692,cargo,2023-06-01
日産,3153,cargo,2023-06-01
トヨタ,1077,cargo,2023-06-01
その他,4,cargo,2023-06-01
合計,27652,cargo,2023-06-01
スズキ,930,ban,2023-06-01
ダイハツ,,ban,2023-06-01
三菱,,ban,2023-06-01
スバル,,ban,2023-06-01
ホンダ,2314,ban,2023-06-01
マツダ,,ban,2023-06-01
日産,,ban,2023-06-01
トヨタ,,ban,2023-06-01
その他,,ban,2023-06-01
合計,3244,ban,2023-06-01
スズキ,6094,camp,2023-06-01
ダイハツ,4330,camp,2023-06-01
三菱,481,camp,2023-06-01
スバル,288,camp,2023-06-01
ホンダ,,camp,2023-06-01
マツダ,539,camp,2023-06-01
日産,2419,camp,2023-06-01
トヨタ,718,camp,2023-06-01
その他,2,camp,2023-06-01
合計,14871,camp,2023-06-01
スズキ,4432,track,2023-06-01
ダイハツ,3439,track,2023-06-01
三菱,217,track,2023-06-01
スバル,200,track,2023-06-01
ホンダ,1,track,2023-06-01
マツダ,153,track,2023-06-01
日産,734,track,2023-06-01
トヨタ,359,track,2023-06-01
その他,2,track,2023-06-01
合計,9537,track,2023-06-01
スズキ,34829,all,2021-10-01
ダイハツ,30062,all,2021-10-01
三菱,3039,all,2021-10-01
スバル,822,all,2021-10-01
ホンダ,13474,all,2021-10-01
マツダ,1995,all,2021-10-01
日産,16008,all,2021-10-01
トヨタ,2364,all,2021-10-01
その他,5,all,2021-10-01
合計,102598,all,2021-10-01
スズキ,27725,passenger,2021-10-01
ダイハツ,19548,passenger,2021-10-01
三菱,2541,passenger,2021-10-01
スバル,348,passenger,2021-10-01
ホンダ,12838,passenger,2021-10-01
マツダ,1558,passenger,2021-10-01
日産,13981,passenger,2021-10-01
トヨタ,1348,passenger,2021-10-01
その他,4,passenger,2021-10-01
合計,79891,passenger,2021-10-01
スズキ,7104,cargo,2021-10-01
ダイハツ,10514,cargo,2021-10-01
三菱,498,cargo,2021-10-01
スバル,474,cargo,2021-10-01
ホンダ,636,cargo,2021-10-01
マツダ,437,cargo,2021-10-01
日産,2027,cargo,2021-10-01
トヨタ,1016,cargo,2021-10-01
その他,1,cargo,2021-10-01
合計,22707,cargo,2021-10-01
スズキ,33,ban,2021-10-01
ダイハツ,,ban,2021-10-01
三菱,,ban,2021-10-01
スバル,,ban,2021-10-01
ホンダ,342,ban,2021-10-01
マツダ,,ban,2021-10-01
日産,,ban,2021-10-01
トヨタ,,ban,2021-10-01
その他,,ban,2021-10-01
合計,375,ban,2021-10-01
スズキ,5199,camp,2021-10-01
ダイハツ,5693,camp,2021-10-01
三菱,382,camp,2021-10-01
スバル,283,camp,2021-10-01
ホンダ,,camp,2021-10-01
マツダ,376,camp,2021-10-01
日産,1655,camp,2021-10-01
トヨタ,723,camp,2021-10-01
その他,1,camp,2021-10-01
合計,14312,camp,2021-10-01
スズキ,1872,track,2021-10-01
ダイハツ,4821,track,2021-10-01
三菱,116,track,2021-10-01
スバル,191,track,2021-10-01
ホンダ,294,track,2021-10-01
マツダ,61,track,2021-10-01
日産,372,track,2021-10-01
トヨタ,293,track,2021-10-01
その他,,track,2021-10-01
合計,8020,track,2021-10-01
スズキ,43581,all,2021-04-01
ダイハツ,45682,all,2021-04-01
三菱,2603,all,2021-04-01
スバル,1610,all,2021-04-01
ホンダ,27083,all,2021-04-01
マツダ,2388,all,2021-04-01
日産,12499,all,2021-04-01
トヨタ,4088,all,2021-04-01
その他,7,all,2021-04-01
合計,139541,all,2021-04-01
スズキ,32978,passenger,2021-04-01
ダイハツ,32920,passenger,2021-04-01
三菱,2021,passenger,2021-04-01
スバル,962,passenger,2021-04-01
ホンダ,22838,passenger,2021-04-01
マツダ,1895,passenger,2021-04-01
日産,9861,passenger,2021-04-01
トヨタ,2155,passenger,2021-04-01
その他,7,passenger,2021-04-01
合計,105637,passenger,2021-04-01
スズキ,10603,cargo,2021-04-01
ダイハツ,12762,cargo,2021-04-01
三菱,582,cargo,2021-04-01
スバル,648,cargo,2021-04-01
ホンダ,4245,cargo,2021-04-01
マツダ,493,cargo,2021-04-01
日産,2638,cargo,2021-04-01
