name,car_sales_num,category,year-month
ホンダ,24753,passenger,2023-01-01
マツダ,2455,passenger,2023-01-01
日産,14730,passenger,2023-01-01
トヨタ,839,passenger,2023-01-01
その他,4,passenger,2023-01-01
合計,117615,passenger,2023-01-01
スズキ,10364,cargo,2023-01-01
ダイハツ,15006,cargo,2023-01-01
三菱,939,cargo,2023-01-01
スバル,618,cargo,2023-01-01
ホンダ,2989,cargo,2023-01-01
マツダ,609,cargo,2023-01-01
日産,3060,cargo,2023-01-01
トヨタ,1634,cargo,2023-01-01
その他,7,cargo,2023-01-01
合計,35226,cargo,2023-01-01
スズキ,1404,ban,2023-01-01
ダイハツ,,ban,2023-01-01
三菱,,ban,2023-01-01
スバル,,ban,2023-01-01
ホンダ,2986,ban,2023-01-01
マツダ,,ban,2023-01-01
日産,,ban,2023-01-01
トヨタ,,ban,2023-01-01
その他,,ban,2023-01-01
合計,4390,ban,2023-01-01
スズキ,4682,camp,2023-01-01
ダイハツ,8091,camp,2023-01-01
三菱,753,camp,2023-01-01
スバル,390,camp,2023-01-01
ホンダ,,camp,2023-01-01
マツダ,413,camp,2023-01-01
日産,2334,camp,2023-01-01
トヨタ,953,camp,2023-01-01
その他,6,camp,2023-01-01
合計,17622,camp,2023-01-01
スズキ,4278,track,2023-01-01
ダイハツ,6915,track,2023-01-01
三菱,186,track,2023-01-01
スバル,228,track,2023-01-01
ホンダ,3,track,2023-01-01
マツダ,196,track,2023-01-01
日産,726,track,2023-01-01
トヨタ,681,track,2023-01-01
その他,1,track,2023-01-01
合計,13214,track,2023-01-01
スズキ,53318,all,2023-03-01
ダイハツ,63080,all,2023-03-01
三菱,5634,all,2023-03-01
スバル,1977,all,2023-03-01
ホンダ,39391,all,2023-03-01
マツダ,3271,all,2023-03-01
日産,23812,all,2023-03-01
トヨタ,3430,all,2023-03-01
その他,24,all,2023-03-01
合計,193937,all,2023-03-01
スズキ,39507,passenger,2023-03-01
ダイハツ,44086,passenger,2023-03-01
三菱,4582,passenger,2023-03-01
スバル,971,passenger,2023-03-01
ホンダ,35623,passenger,2023-03-01
マツダ,2590,passenger,2023-03-01
日産,19163,passenger,2023-03-01
トヨタ,1253,passenger,2023-03-01
その他,6,passenger,2023-03-01
合計,147781,passenger,2023-03-01
スズキ,13811,cargo,2023-03-01
ダイハツ,18994,cargo,2023-03-01
三菱,1052,cargo,2023-03-01
スバル,1006,cargo,2023-03-01
ホンダ,3768,cargo,2023-03-01
マツダ,681,cargo,2023-03-01
日産,4649,cargo,2023-03-01
トヨタ,2177,cargo,2023-03-01
その他,18,cargo,2023-03-01
合計,46156,cargo,2023-03-01
スズキ,1464,ban,2023-03-01
ダイハツ,,ban,2023-03-01
三菱,,ban,2023-03-01
スバル,,ban,2023-03-01
ホンダ,3764,ban,2023-03-01
マツダ,,ban,2023-03-01
日産,,ban,2023-03-01
トヨタ,,ban,2023-03-01
その他,3,ban,2023-03-01
合計,5231,ban,2023-03-01
スズキ,6154,camp,2023-03-01
ダイハツ,10701,camp,2023-03-01
三菱,711,camp,2023-03-01
スバル,560,camp,2023-03-01
ホンダ,,camp,2023-03-01
マツダ,453,camp,2023-03-01
日産,3653,camp,2023-03-01
トヨタ,1455,camp,2023-03-01
その他,14,camp,2023-03-01
合計,23701,camp,2023-03-01
スズキ,6193,track,2023-03-01
ダイハツ,8293,track,2023-03-01
三菱,341,track,2023-03-01
スバル,446,track,2023-03-01
ホンダ,4,track,2023-03-01
マツダ,228,track,2023-03-01
日産,996,track,2023-03-01
トヨタ,722,track,2023-03-01
その他,1,track,2023-03-01
合計,17224,track,2023-03-01
スズキ,45753,all,2021-01-01
ダイハツ,46199,all,2021-01-01
三菱,3372,all,2021-01-01
スバル,1472,all,2021-01-01
ホンダ,27853,all,2021-01-01
マツダ,3074,all,2021-01-01
日産,17784,all,2021-01-01
トヨタ,2331,all,2021-01-01
その他,12,all,2021-01-01
合計,147850,all,2021-01-01
スズキ,35988,passenger,2021-01-01
ダイハツ,34976,passenger,2021-01-01
三菱,2628,passenger,2021-01-01
スバル,875,passenger,2021-01-01
ホンダ,23350,passenger,2021-01-01
マツダ,2481,passenger,2021-01-01
日産,14574,passenger,2021-01-01
トヨタ,1383,passenger,2021-01-01
その他,12,passenger,2021-01-01
合計,116267,passenger,2021-01-01
スズキ,9765,cargo,2021-01-01
ダイハツ,11223,cargo,2021-01-01
三菱,744,cargo,2021-01-01
スバル,597,cargo,2021-01-01
ホンダ,4503,cargo,2021-01-01
マツダ,593,cargo,2021-01-01
日産,3210,cargo,2021-01-01
トヨタ,948,cargo,2021-01-01
その他,,cargo,2021-01-01
合計,31583,cargo,2021-01-01
スズキ,326,ban,2021-01-01
ダイハツ,35,ban,2021-01-01
三菱,,ban,2021-01-01
スバル,,ban,2021-01-01
ホンダ,2314,ban,2021-01-01
マツダ,,ban,2021-01-01
日産,,ban,2021-01-01
トヨタ,,ban,2021-01-01
その他,,ban,2021-01-01
合計,2675,ban,2021-01-01
スズキ,4954,camp,2021-01-01
ダイハツ,4871,camp,2021-01-01
三菱,472,camp,2021-01-01
スバル,254,camp,2021-01-01
ホンダ,,camp,2021-01-01
マツダ,438,camp,2021-01-01
日産,2454,camp,2021-01-01
トヨタ,628,camp,2021-01-01
その他,,camp,2021-01-01
合計,14071,camp,2021-01-01
スズキ,4485,track,2021-01-01
ダイハツ,6317,track,2021-01-01
三菱,272,track,2021-01-01
スバル,343,track,2021-01-01
ホンダ,2189,track,2021-01-01
マツダ,155,track,2021-01-01
日産,756,track,2021-01-01
トヨタ,320,track,2021-01-01
その他,,track,2021-01-01
合計,14837,track,2021-01-01
スズキ,46273,all,2023-02-01
ダイハツ,51131,all,2023-02-01
三菱,4471,all,2023-02-01
スバル,1569,all,2023-02-01
ホンダ,28388,all,2023-02-01
マツダ,3180,all,2023-02-01
日産,19370,all,2023-02-01
トヨタ,2505,all,2023-02-01
その他,2,all,2023-02-01
合計,156889,all,2023-02-01
スズキ,34435,passenger,2023-02-01
ダイハツ,35923,passenger,2023-02-01
三菱,3442,passenger,2023-02-01
スバル,892,passenger,2023-02-01
ホンダ,25401,passenger,2023-02-01
マツダ,2561,passenger,2023-02-01
日産,15964,passenger,2023-02-01
トヨタ,957,passenger,2023-02-01
その他,2,passenger,2023-02-01
合計,119577,passenger,2023-02-01
スズキ,11838,cargo,2023-02-01
ダイハツ,15208,cargo,2023-02-01
三菱,1029,cargo,2023-02-01
スバル,677,cargo,2023-02-01
ホンダ,2987,cargo,2023-02-01
マツダ,619,cargo,2023-02-01
日産,3406,cargo,2023-02-01
トヨタ,1548,cargo,2023-02-01
その他,,cargo,2023-02-01
合計,37312,cargo,2023-02-01
スズキ,1423,ban,2023-02-01
ダイハツ,,ban,2023-02-01
三菱,,ban,2023-02-01
スバル,,ban,2023-02-01
ホンダ,2984,ban,2023-02-01
マツダ,,ban,2023-02-01
日産,,ban,2023-02-01
トヨタ,,ban,2023-02-01
その他,,ban,2023-02-01
合計,4407,ban,2023-02-01
スズキ,5532,camp,2023-02-01
ダイハツ,8237,camp,2023-02-01
三菱,797,camp,2023-02-01
スバル,377,camp,2023-02-01
ホンダ,,camp,2023-02-01
マツダ,450,camp,2023-02-01
日産,2632,camp,2023-02-01
トヨタ,991,camp,2023-02-01
その他,,camp,2023-02-01
合計,19016,camp,2023-02-01
スズキ,4883,track,2023-02-01
ダイハツ,6971,track,2023-02-01
三菱,232,track,2023-02-01
スバル,300,track,2023-02-01
ホンダ,3,track,2023-02-01
マツダ,169,track,2023-02-01
日産,774,track,2023-02-01
トヨタ,557,track,2023-02-01
その他,,track,2023-02-01
合計,13889,track,2023-02-01
スズキ,51061,all,2023-09-01
ダイハツ,52708,all,2023-09-01
三菱,7027,all,2023-09-01
スバル,1507,all,2023-09-01
ホンダ,28628,all,2023-09-01
マツダ,3350,all,2023-09-01
日産,18643,all,2023-09-01
トヨタ,2346,all,2023-09-01
その他,15,all,2023-09-01
合計,165285,all,2023-09-01
スズキ,38323,passenger,2023-09-01
ダイハツ,35562,passenger,2023-09-01
三菱,5708,passenger,2023-09-01
スバル,796,passenger,2023-09-01
ホンダ,26355,passenger,2023-09-01
マツダ,2759,passenger,2023-09-01
日産,15071,passenger,2023-09-01
トヨタ,1001,passenger,2023-09-01
その他,8,passenger,2023-09-01
合計,125583,passenger,2023-09-01
スズキ,12738,cargo,2023-09-01
ダイハツ,17146,cargo,2023-09-01
三菱,1319,cargo,2023-09-01
スバル,711,cargo,2023-09-01
ホンダ,2273,cargo,2023-09-01
マツダ,591,cargo,2023-09-01
日産,3572,cargo,2023-09-01
トヨタ,1345,cargo,2023-09-01
その他,7,cargo,2023-09-01
合計,39702,cargo,2023-09-01
スズキ,899,ban,2023-09-01
ダイハツ,,ban,2023-09-01
三菱,,ban,2023-09-01
スバル,,ban,2023-09-01
ホンダ,2273,ban,2023-09-01
マツダ,,ban,2023-09-01
日産,,ban,2023-09-01
トヨタ,,ban,2023-09-01
その他,1,ban,2023-09-01
合計,3173,ban,2023-09-01
スズキ,5428,camp,2023-09-01
ダイハツ,8431,camp,2023-09-01
三菱,862,camp,2023-09-01
スバル,270,camp,2023-09-01
ホンダ,,camp,2023-09-01
マツダ,435,camp,2023-09-01
日産,2596,camp,2023-09-01
トヨタ,883,camp,2023-09-01
その他,6,camp,2023-09-01
合計,18911,camp,2023-09-01
スズキ,6411,track,2023-09-01
ダイハツ,8715,track,2023-09-01
三菱,457,track,2023-09-01
スバル,441,track,2023-09-01
ホンダ,,track,2023-09-01
マツダ,156,track,2023-09-01
日産,976,track,2023-09-01
トヨタ,462,track,2023-09-01
その他,,track,2023-09-01
合計,17618,track,2023-09-01
スズキ,39865,all,2023-08-01
ダイハツ,39988,all,2023-08-01
三菱,4498,all,2023-08-01
スバル,1053,all,2023-08-01
ホンダ,22682,all,2023-08-01
マツダ,2947,all,2023-08-01
日産,13848,all,2023-08-01
トヨタ,1570,all,2023-08-01
その他,25,all,2023-08-01
合計,126476,all,2023-08-01
スズキ,30359,passenger,2023-08-01
ダイハツ,27302,passenger,2023-08-01
三菱,3886,passenger,2023-08-01
スバル,584,passenger,2023-08-01
ホンダ,20815,passenger,2023-08-01
マツダ,2456,passenger,2023-08-01
日産,10978,passenger,2023-08-01
トヨタ,854,passenger,2023-08-01
その他,4,passenger,2023-08-01
合計,97238,passenger,2023-08-01
スズキ,9506,cargo,2023-08-01
ダイハツ,12686,cargo,2023-08-01
三菱,612,cargo,2023-08-01
スバル,469,cargo,2023-08-01
ホンダ,1867,cargo,2023-08-01
マツダ,491,cargo,2023-08-01
日産,2870,cargo,2023-08-01
トヨタ,716,cargo,2023-08-01
その他,21,cargo,2023-08-01
合計,29238,cargo,2023-08-01
スズキ,664,ban,2023-08-01
ダイハツ,,ban,2023-08-01
三菱,,ban,2023-08-01
スバル,,ban,2023-08-01
ホンダ,1867,ban,2023-08-01
マツダ,,ban,2023-08-01
日産,,ban,2023-08-01
トヨタ,,ban,2023-08-01
その他,5,ban,2023-08-01
合計,2536,ban,2023-08-01
スズキ,4206,camp,2023-08-01
ダイハツ,6583,camp,2023-08-01
三菱,414,camp,2023-08-01
スバル,277,camp,2023-08-01
ホンダ,,camp,2023-08-01
マツダ,347,camp,2023-08-01
日産,2079,camp,2023-08-01
トヨタ,458,camp,2023-08-01
その他,16,camp,2023-08-01
合計,14380,camp,2023-08-01
スズキ,4636,track,2023-08-01
ダイハツ,6103,track,2023-08-01
三菱,198,track,2023-08-01
スバル,192,track,2023-08-01
ホンダ,,track,2023-08-01
マツダ,144,track,2023-08-01
日産,791,track,2023-08-01
トヨタ,258,track,2023-08-01
その他,,track,2023-08-01
合計,12322,track,2023-08-01
スズキ,35914,all,2021-08-01
ダイハツ,37493,all,2021-08-01
三菱,2887,all,2021-08-01
スバル,1290,all,2021-08-01
ホンダ,20202,all,2021-08-01
マツダ,2208,all,2021-08-01
日産,9809,all,2021-08-01
トヨタ,3323,all,2021-08-01
その他,3,all,2021-08-01
合計,113129,all,2021-08-01
スズキ,28312,passenger,2021-08-01
ダイハツ,27536,passenger,2021-08-01
三菱,2313,passenger,2021-08-01
スバル,601,passenger,2021-08-01
ホンダ,17998,passenger,2021-08-01
マツダ,1766,passenger,2021-08-01
日産,7607,passenger,2021-08-01
トヨタ,1936,passenger,2021-08-01
その他,3,passenger,2021-08-01
合計,88072,passenger,2021-08-01
スズキ,7602,cargo,2021-08-01
ダイハツ,9957,cargo,2021-08-01
三菱,574,cargo,2021-08-01
スバル,689,cargo,2021-08-01
ホンダ,2204,cargo,2021-08-01
マツダ,442,cargo,2021-08-01
日産,2202,cargo,2021-08-01
トヨタ,1387,cargo,2021-08-01
その他,,cargo,2021-08-01
合計,25057,cargo,2021-08-01
スズキ,68,ban,2021-08-01
ダイハツ,,ban,2021-08-01
三菱,,ban,2021-08-01
スバル,,ban,2021-08-01
ホンダ,1779,ban,2021-08-01
マツダ,,ban,2021-08-01
日産,,ban,2021-08-01
トヨタ,,ban,2021-08-01
その他,,ban,2021-08-01
合計,1847,ban,2021-08-01
スズキ,4444,camp,2021-08-01
ダイハツ,4652,camp,2021-08-01
三菱,376,camp,2021-08-01
スバル,331,camp,2021-08-01
ホンダ,,camp,2021-08-01
マツダ,330,camp,2021-08-01
日産,1681,camp,2021-08-01
トヨタ,874,camp,2021-08-01
その他,,camp,2021-08-01
合計,12688,camp,2021-08-01
スズキ,3090,track,2021-08-01
ダイハツ,5305,track,2021-08-01
三菱,198,track,2021-08-01
スバル,358,track,2021-08-01
ホンダ,425,track,2021-08-01
マツダ,112,track,2021-08-01
日産,521,track,2021-08-01
トヨタ,513,track,2021-08-01
その他,,track,2021-08-01
合計,10522,track,2021-08-01
スズキ,33840,all,2021-09-01
ダイハツ,31952,all,2021-09-01
三菱,5355,all,2021-09-01
スバル,1238,all,2021-09-01
ホンダ,18717,all,2021-09-01
マツダ,2058,all,2021-09-01
日産,17346,all,2021-09-01
トヨタ,2441,all,2021-09-01
その他,1,all,2021-09-01
合計,112948,all,2021-09-01
スズキ,28635,passenger,2021-09-01
ダイハツ,18601,passenger,2021-09-01
三菱,4737,passenger,2021-09-01
スバル,395,passenger,2021-09-01
ホンダ,17438,passenger,2021-09-01
マツダ,1741,passenger,2021-09-01
日産,14717,passenger,2021-09-01
トヨタ,976,passenger,2021-09-01
その他,,passenger,2021-09-01
合計,87240,passenger,2021-09-01
スズキ,5205,cargo,2021-09-01
ダイハツ,13351,cargo,2021-09-01
三菱,618,cargo,2021-09-01
スバル,843,cargo,2021-09-01
ホンダ,1279,cargo,2021-09-01
マツダ,317,cargo,2021-09-01
日産,2629,cargo,2021-09-01
トヨタ,1465,cargo,2021-09-01
その他,1,cargo,2021-09-01
合計,25708,cargo,2021-09-01
スズキ,58,ban,2021-09-01
ダイハツ,2,ban,2021-09-01
三菱,,ban,2021-09-01
スバル,,ban,2021-09-01
ホンダ,885,ban,2021-09-01
マツダ,,ban,2021-09-01
日産,,ban,2021-09-01
トヨタ,,ban,2021-09-01
その他,,ban,2021-09-01
合計,945,ban,2021-09-01
スズキ,3356,camp,2021-09-01
ダイハツ,6116,camp,2021-09-01
三菱,415,camp,2021-09-01
スバル,369,camp,2021-09-01
ホンダ,,camp,2021-09-01
マツダ,241,camp,2021-09-01
日産,1935,camp,2021-09-01
トヨタ,952,camp,2021-09-01
その他,,camp,2021-09-01
合計,13384,camp,2021-09-01
スズキ,1791,track,2021-09-01
ダイハツ,7233,track,2021-09-01
三菱,203,track,2021-09-01
スバル,474,track,2021-09-01
ホンダ,394,track,2021-09-01
マツダ,76,track,2021-09-01
日産,694,track,2021-09-01
トヨタ,513,track,2021-09-01
その他,1,track,2021-09-01
合計,11379,track,2021-09-01
スズキ,41443,all,2020-08-01
ダイハツ,38419,all,2020-08-01
三菱,2701,all,2020-08-01
スバル,1678,all,2020-08-01
ホンダ,24155,all,2020-08-01
マツダ,3234,all,2020-08-01
日産,13634,all,2020-08-01
トヨタ,3334,all,2020-08-01
その他,9,all,2020-08-01
合計,128607,all,2020-08-01
スズキ,32371,passenger,2020-08-01
ダイハツ,29494,passenger,2020-08-01
三菱,2169,passenger,2020-08-01
スバル,935,passenger,2020-08-01
ホンダ,20618,passenger,2020-08-01
マツダ,2533,passenger,2020-08-01
日産,10928,passenger,2020-08-01
トヨタ,1952,passenger,2020-08-01
その他,9,passenger,2020-08-01
合計,101009,passenger,2020-08-01
スズキ,9072,cargo,2020-08-01
ダイハツ,8925,cargo,2020-08-01
三菱,532,cargo,2020-08-01
スバル,743,cargo,2020-08-01
ホンダ,3537,cargo,2020-08-01
マツダ,701,cargo,2020-08-01
日産,2706,cargo,2020-08-01
トヨタ,1382,cargo,2020-08-01
その他,,cargo,2020-08-01
合計,27598,cargo,2020-08-01
スズキ,317,ban,2020-08-01
ダイハツ,50,ban,2020-08-01
三菱,,ban,2020-08-01
スバル,,ban,2020-08-01
ホンダ,2284,ban,2020-08-01
マツダ,,ban,2020-08-01
日産,,ban,2020-08-01
トヨタ,,ban,2020-08-01
その他,,ban,2020-08-01
合計,2651,ban,2020-08-01
スズキ,4544,camp,2020-08-01
ダイハツ,4107,camp,2020-08-01
三菱,346,camp,2020-08-01
スバル,337,camp,2020-08-01
ホンダ,,camp,2020-08-01
マツダ,545,camp,2020-08-01
日産,1758,camp,2020-08-01
トヨタ,887,camp,2020-08-01
その他,,camp,2020-08-01
合計,12524,camp,2020-08-01
スズキ,4211,track,2020-08-01
ダイハツ,4768,track,2020-08-01
三菱,186,track,2020-08-01
スバル,406,track,2020-08-01
ホンダ,1253,track,2020-08-01
マツダ,156,track,2020-08-01
日産,948,track,2020-08-01
トヨタ,495,track,2020-08-01
その他,,track,2020-08-01
合計,12423,track,2020-08-01
スズキ,56211,all,2020-09-01
ダイハツ,51460,all,2020-09-01
三菱,4329,all,2020-09-01
スバル,2026,all,2020-09-01
ホンダ,32417,all,2020-09-01
マツダ,4104,all,2020-09-01
日産,22933,all,2020-09-01
トヨタ,2697,all,2020-09-01
その他,9,all,2020-09-01
合計,176186,all,2020-09-01
スズキ,43896,passenger,2020-09-01
ダイハツ,38197,passenger,2020-09-01
三菱,3368,passenger,2020-09-01
スバル,1171,passenger,2020-09-01
ホンダ,27896,passenger,2020-09-01
マツダ,3329,passenger,2020-09-01
日産,18694,passenger,2020-09-01
トヨタ,1917,passenger,2020-09-01
その他,8,passenger,2020-09-01
合計,138476,passenger,2020-09-01
スズキ,12315,cargo,2020-09-01
ダイハツ,13263,cargo,2020-09-01
三菱,961,cargo,2020-09-01
スバル,855,cargo,2020-09-01
ホンダ,4521,cargo,2020-09-01
マツダ,775,cargo,2020-09-01
日産,4239,cargo,2020-09-01
トヨタ,780,cargo,2020-09-01
その他,1,cargo,2020-09-01
合計,37710,cargo,2020-09-01
スズキ,378,ban,2020-09-01
ダイハツ,49,ban,2020-09-01
三菱,,ban,2020-09-01
スバル,,ban,2020-09-01
ホンダ,2435,ban,2020-09-01
マツダ,,ban,2020-09-01
日産,,ban,2020-09-01
トヨタ,,ban,2020-09-01
その他,,ban,2020-09-01
合計,2862,ban,2020-09-01
スズキ,6362,camp,2020-09-01
ダイハツ,5692,camp,2020-09-01
三菱,589,camp,2020-09-01
スバル,427,camp,2020-09-01
ホンダ,,camp,2020-09-01
マツダ,525,camp,2020-09-01
日産,2921,camp,2020-09-01
トヨタ,520,camp,2020-09-01
その他,,camp,2020-09-01
合計,17036,camp,2020-09-01
スズキ,5575,track,2020-09-01
ダイハツ,7522,track,2020-09-01
三菱,372,track,2020-09-01
スバル,428,track,2020-09-01
ホンダ,2086,track,2020-09-01
マツダ,250,track,2020-09-01
日産,1318,track,2020-09-01
トヨタ,260,track,2020-09-01
その他,1,track,2020-09-01
合計,17812,track,2020-09-01
スズキ,47956,all,2022-09-01
ダイハツ,49207,all,2022-09-01
三菱,4623,all,2022-09-01
スバル,2176,all,2022-09-01
ホンダ,27360,all,2022-09-01
マツダ,2610,all,2022-09-01
日産,17268,all,2022-09-01
トヨタ,1918,all,2022-09-01
その他,3,all,2022-09-01
合計,153121,all,2022-09-01
スズキ,35352,passenger,2022-09-01
ダイハツ,31375,passenger,2022-09-01
三菱,3522,passenger,2022-09-01
スバル,1367,passenger,2022-09-01
ホンダ,24449,passenger,2022-09-01
マツダ,2076,passenger,2022-09-01
日産,14019,passenger,2022-09-01
トヨタ,1154,passenger,2022-09-01
その他,2,passenger,2022-09-01
合計,113316,passenger,2022-09-01
スズキ,12604,cargo,2022-09-01
ダイハツ,17832,cargo,2022-09-01
三菱,1101,cargo,2022-09-01
スバル,809,cargo,2022-09-01
ホンダ,2911,cargo,2022-09-01
マツダ,534,cargo,2022-09-01
日産,3249,cargo,2022-09-01
トヨタ,764,cargo,2022-09-01
その他,1,cargo,2022-09-01
合計,39805,cargo,2022-09-01
スズキ,1453,ban,2022-09-01
ダイハツ,,ban,2022-09-01
三菱,,ban,2022-09-01
スバル,,ban,2022-09-01
ホンダ,2863,ban,2022-09-01
マツダ,,ban,2022-09-01
日産,,ban,2022-09-01
トヨタ,,ban,2022-09-01
その他,,ban,2022-09-01
合計,4316,ban,2022-09-01
スズキ,5624,camp,2022-09-01
ダイハツ,8471,camp,2022-09-01
三菱,736,camp,2022-09-01
スバル,360,camp,2022-09-01
ホンダ,,camp,2022-09-01
マツダ,356,camp,2022-09-01
日産,2481,camp,2022-09-01
トヨタ,510,camp,2022-09-01
その他,1,camp,2022-09-01
合計,18539,camp,2022-09-01
スズキ,5527,track,2022-09-01
ダイハツ,9361,track,2022-09-01
三菱,365,track,2022-09-01
スバル,449,track,2022-09-01
ホンダ,48,track,2022-09-01
マツダ,178,track,2022-09-01
日産,768,track,2022-09-01
トヨタ,254,track,2022-09-01
その他,,track,2022-09-01
合計,16950,track,2022-09-01
スズキ,36377,all,2022-08-01
ダイハツ,35561,all,2022-08-01
三菱,3197,all,2022-08-01
スバル,1437,all,2022-08-01
ホンダ,16538,all,2022-08-01
マツダ,2185,all,2022-08-01
日産,13170,all,2022-08-01
トヨタ,2501,all,2022-08-01
その他,1,all,2022-08-01
合計,110967,all,2022-08-01
スズキ,26428,passenger,2022-08-01
ダイハツ,21192,passenger,2022-08-01
三菱,2486,passenger,2022-08-01
スバル,883,passenger,2022-08-01
ホンダ,14201,passenger,2022-08-01
マツダ,1704,passenger,2022-08-01
日産,10957,passenger,2022-08-01
トヨタ,1976,passenger,2022-08-01
その他,,passenger,2022-08-01
合計,79827,passenger,2022-08-01
スズキ,9949,cargo,2022-08-01
ダイハツ,14369,cargo,2022-08-01
三菱,711,cargo,2022-08-01
スバル,554,cargo,2022-08-01
ホンダ,2337,cargo,2022-08-01
マツダ,481,cargo,2022-08-01
日産,2213,cargo,2022-08-01
トヨタ,525,cargo,2022-08-01
その他,1,cargo,2022-08-01
合計,31140,cargo,2022-08-01
スズキ,976,ban,2022-08-01
ダイハツ,,ban,2022-08-01
三菱,,ban,2022-08-01
スバル,,ban,2022-08-01
ホンダ,2301,ban,2022-08-01
マツダ,,ban,2022-08-01
日産,,ban,2022-08-01
トヨタ,,ban,2022-08-01
その他,,ban,2022-08-01
合計,3277,ban,2022-08-01
スズキ,4716,camp,2022-08-01
ダイハツ,6934,camp,2022-08-01
三菱,524,camp,2022-08-01
スバル,298,camp,2022-08-01
ホンダ,,camp,2022-08-01
マツダ,335,camp,2022-08-01
日産,1640,camp,2022-08-01
トヨタ,373,camp,2022-08-01
その他,1,camp,2022-08-01
合計,14821,camp,2022-08-01
スズキ,4257,track,2022-08-01
ダイハツ,7435,track,2022-08-01
三菱,187,track,2022-08-01
スバル,256,track,2022-08-01
ホンダ,36,track,2022-08-01
マツダ,146,track,2022-08-01
日産,573,track,2022-08-01
トヨタ,152,track,2022-08-01
その他,,track,2022-08-01
合計,13042,track,2022-08-01
